country,patent,title,claim,sections
US,"7,634,010",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.153, 5.1, 7.3.3, 7.3.4, 7.4.3, 7.4.4, 8, 8.2.4, 8.4.2, 8.4.2.1 "
US,"7,639,742",Chrominance motion vectors,4,"3.24, 3.66, 3.76, 3.77, 3.82, 6.2, 7.3.4, 7.3.5, 7.4.2.1.1, 7.4.4, 7.4.5, 8, 8.4, 8.4.1, 8.4.1.4, Tables 6-1, 8-10 "
US,"7,643,556",Direct mode,1,"3.74, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Table 8-6 "
US,"7,643,557",Direct mode,1,"3.74, 3.104, 3.106, 8.2.4, 8.2.4.2.3, 8.2.4.2.4, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, Table 8-6"
US,"7,643,560",SVC decoding,1,"Annex G, G.1, G.3, G.3.4, G.3.5, G.3.6, G.3.8, G.3.11, G.3.12, G.3.13, G.3.14, G.3.30, G.3.50, G.3.55, G.3.65, G.3.66, G.7.3.3.4, G.7.3.6, G.7.3.6.1, G.7.4.3, G.7.4.3.4, G.7.4.6, G.7.4.6.1, G.8, G.8.3.1, G.8.4, G.8.4.1.1, G.8.4.2, G.8.5, G.9, G.9.3 "
US,"7,646,810",Direct mode,6,"3.8, 3.14, 3.43, 3.44, 3.49, 3.55, 3.66, 3.100, 3.104, 3.138, 7.3.3, 7.4.3, 8, 8.4.1.2, 8.4.1.2.2, 8.4.1.2.3, 8.4.1.3, 8.4.1.3.1"
US,"7,646,816",HRD parameters,1,"3.14, 3.28, 3.41, 3.43, 3.49, 8, Annex C, E, E.1.1, E.2.1, E.2.2, Figs. C-1, C-2"
US,"7,649,941",Weighted sample prediction,1,"3.24, 3.66, 3.76, 7.3.3, 7.3.3.2, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.4.3.2, 7.4.5.1, 7.4.5.2, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, 8.5.3, 8.5.4, 8.5.8, 8.5.10, 8.5.11, 8.5.12"
US,"7,649,942",Weighted sample prediction,1,"3.24, 3.66, 3.76, 7.3.3, 7.3.3.2, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.4.3.2, 7.4.5.1, 7.4.5.2, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, 8.5.3, 8.5.4, 8.5.8, 8.5.10, 8.5.11, 8.5.12"
US,"7,649,944",Deriving motion vectors,1,"5.7, 8.2.4, 8.4, 8.4.1, 8.4.1.2, 8.4.1.2.1, 8.4.1.2.3, 8.4.2, 8.5"
US,"7,660,353",Adaptive frame/field decoding,7,"3.8, 3.14, 3.27, 3.32, 3.39, 3.43, 3.50, 3.51, 3.87, 3.123, 6.3, 7.3.2.1.1, 7.4.2.1.1, 7.3.3, 7.4.3, 8, 8.4, 8.4.1, 8.4.1.2, 8.4.1.2.3, Fig. 8-2, Table 7-6"
US,"7,664,179",Coding level ,1,"3.14, 3.27, 3.41, 3.43, 3.55, 3.77, 3.104, 3.138, 7.3.2.1.1, 7.4.2.1.1, Annex A.3.1, A.3.2, Table A-1 "
US,"7,664,180",Direct mode,1,"3.8, 3.15, 3.43, 3.49, 3.77, 3.87, 3.99, 3.106, 3.123, 3.125, 3.126, 8, 8.2.1, 8.2.4.2.3, 8.4.1.2.1, 8.4.1.2.3, Table 8-6 "
US,"7,664,182",Slice header ,1,"3.14, 3.15, 3.41, 3.43, 3.77, 7.2, 7.3.3, 7.3.4, 7.4.3, 7.4.4, 8, Table 7-6"
US,"7,669,108",NAL unit  ,1,"3.14, 3.21, 3.87, 3.88, 3.114, 3.143, 3.144, 3.149, 6.2, 7.2, 7.3.1, 7.3.2.11, 7.3.5, 7.3.5.1, 7.4.1, Annex B"
US,"7,672,375",Weighted sample prediction,1,"3.24, 3.66, 3.76, 7.3.3, 7.3.3.2, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.4.3.2, 7.4.5.1, 7.4.5.2, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, 8.5.3, 8.5.4"
US,"7,675,973",Weighted sample prediction,1,"3.24, 3.66, 3.76, 7.3.3, 7.3.3.2, 7.3.4, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.4.3.2, 7.4.4, 7.4.5.1, 7.4.5.2, 7.5.3, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, 8.5.3, 8.5.4, 8.5.8, 8.5.10, 8.5.11, 8.5.12"
US,"7,675,975",Weighted sample prediction,1,"3.24, 3.66, 3.76, 7.3.3, 7.3.3.2, 7.3.4, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.4.3.2, 7.4.4, 7.4.5.1, 7.4.5.2, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, 8.5.3, 8.5.4, 8.5.8, 8.5.10, 8.5.11, 8.5.12"
US,"7,680,184",Weighted sample prediction,1,"3.24, 3.66, 3.76, 7.3.3, 7.3.3.2, 7.3.4, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.4.3.2, 7.4.4, 7.4.5.1, 7.4.5.2, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, 8.5.3, 8.5.4, 8.5.8, 8.5.10, 8.5.11, 8.5.12"
US,"7,680,347",Predictive reference picture selection,1,"6.3, 7.3.3, 7.3.5, 7.3.5.1, 7.4.3, 7.4.5, 7.4.5.1, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.1, 8.5, Fig. 6-7, Tables 7-6, 7-10, 7-11, 7-13"
US,"7,684,484",CABAC,16,"3.3, 3.4, 3.15, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 3.155, 6.3, 6.4.10, 6.4.10.1, 6.4.11.2, 7.3.4, 7.3.5, 7.4.5, 8.5.1, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.4, 9.3.3.2, 9.3.3.2.1, Fig. 6-8, Tables 6-4, 9-11"
US,"7,684,485",Weighted sample prediction,1,"3.24, 3.66, 3.76, 7.3.3, 7.3.3.2, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.4.3.2, 7.4.5.1, 7.4.5.2, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, 8.5.3, 8.5.4, 8.5.8, 8.5.10, 8.5.11, 8.5.12"
US,"7,684,488",CABAC,2,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.11.2, 7.3.4, 7.3.5.1, 7.4.5.1, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.8, 9.3.3.2, 9.3.3.2.1, Fig. 6-8, Tables 6-4, 7-16, 9-11"
US,"7,684,489",Scaling and transformation,7,"3.43, 3.71, 6.2, 7.3.2.1.1, 7.4.2.1.1, 8, 8.5.4, 8.5.10, 8.5.10.1, 8.5.10.2, 8.5.11, 8.5.11.2, Annex A.2.6, Figs. 6-3, 8-7, Table 6-1 "
US,"7,693,340",CAVLC,1,"6.4.10.4, 6.4.10.5, 7.3.5.3.2, 7.4.5.3, 7.4.5.3.2, 8.5.1, 9.2, 9.2.1, Table 9-5"
US,"7,697,770",CAVLC,1,"3.43, 3.155, 6.4.10.4, 6.4.10.5, 7.3.5.3.2, 7.4.5.3, 7.4.5.3.2, 8.5.1, 9.2, 9.2.1, Table 9-5"
US,"7,702,013",CABAC,14,"7.2, 7.3.4, 7.3.5, 7.3.5.3.3, 7.4.2.2, 7.4.5.3.3, 8.5.1, 8.5.6, 9, 9.3, 9.3.2, 9.3.3, 9.3.3.1, 9.3.3.1.3, 9.3.3.2, 9.3.3.2.1, 9.3.3.2.3, Annex A.2.1, A.2.2, A.2.3, A.2.4, A.2.5, A.2.6, G.9, G.10.1.1, G.10.1.2, Figs. 8-8, 9-1, 9-2, 9-3, 9-5, Tables 9-34, 9-42 "
US,"7,702,018",Weighted sample prediction,1,"3.24, 3.66, 3.76, 7.3.3, 7.3.3.2, 7.3.4, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.4.3.2, 7.4.4, 7.4.5.1, 7.4.5.2, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, 8.5.3, 8.5.4, 8.5.8, 8.5.10, 8.5.11, 8.5.12"
US,"7,706,451",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Figs. 8-10, 8-11, Table 8-17"
US,"7,711,053",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Fig. 8-10, 8-11, Table 8-17"
US,"7,711,054",Deblocking filtering,1,"8, 8.7, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, Fig. 8-10, 8-11, Table 8-17"
US,"7,715,478",Coding level ,1,"3.14, 3.27, 3.41, 3.43, 3.55, 3.77, 3.104, 3.138, 7.3.2.1.1, 7.4.2.1.1, 8, Annex A.3.1, A.3.2, Table A-1, "
US,"7,733,960",Direct mode,1,"3.8, 3.40, 3.43, 3.77, 3.80, 3.82, 3.87, 3.104, 3.123, 3.124, 8, 8.4, 8.4.1, 8.4.1.2, 8.4.1.2.1, and 8.4.1.2.3, Tables 8-6, 8-8, "
US,"7,738,557",Weighted sample prediction,1,"3.24, 3.66, 3.76, 7.3.3, 7.3.3.2, 7.3.4, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.4.3.2, 7.4.4, 7.4.5.1, 7.4.5.2, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, 8.5.3, 8.5.4, 8.5.8, 8.5.10, 8.5.11, 8.5.12"
US,"7,742,526",Direct mode,1,"3.8, 3.15, 3.43, 3.77, 3.87, 3.99, 3.123, 3.125, 3.126, 8, 8.2.4.2.3, 8.4.1.2.1, 8.4.1.2.3, and Table 8-6"
US,"7,742,528",CABAC,1,"3.15, 3.155, 3.156, 3.161, 7.3.5.3.3, 7.4.5.3, 7.4.5.3.1, 7.4.5.3.3, 8.5.6, 9, 9.3, 9.3.1.1, 9.3.3.1, 9.3.3.1.3, 9.3.3.2.1, 9.3.3.2.1.1, Figs. 8-8, 9-1, 9-3, Table 9-42, "
US,"7,742,655",SEI message,1,"3.14, 3.27, 3.44, Annex D.1.20, D.2.20, Tables D-5, D-6"
US,"7,756,204",Direct mode,1,"3.8, 3.40, 3.41, 3.43, 3.77, 3.80, 3.82, 3.87, 3.99, 3.104, 3.123, 3.124, 3.125, 3.126, 5.4, 8, 8.2.4.2.3, 8.4, 8.4.1, 8.4.1.2, 8.4.1.2.1, and 8.4.1.2.3, and Tables 8-6, 8-8"
US,"7,760,803",Decoded picture buffer,2,"3.40, 3.50, 3.120, 3.121, and Annex C.4.1 and C.4.5.1 "
US,"7,760,806",CABAC,2,"3.3, 3.4, 3.37, 3.50, 3.55, 3.77, 3.78, 3.81, 3.151, 6.3, 6.4.10, 6.4.10.1, 6.4.11.2, 7.3.4, 7.3.5, 7.4.5, 9.3, 9.3.3.1, 9.3.3.1.1, 9.3.3.1.1.3, 9.3.3.2, 9.3.3.2.1, Figs. 6-8, Tables 6-4, 7-11, 7-13, 9-11 "
US,"7,760,950",Scaling and transformation,1,"3.15, 3.43, 3.132, 8, 8.5.12.2, 8.5.128.5.12.1"
US,"7,769,087",Adaptive frame/field decoding,9,"3.8, 3.14, 3.27, 3.32, 3.39, 3.43, 3.50, 3.51, 3.55, 3.56, 3.77, 3.87, 3.123, 3.147, 6.3, 6.4.2, 7.3.2.1.1, 7.4.2.1.1, 7.3.3, 7.4.3, 8, 8.4, 8.4.1, 8.4.1.2, 8.4.1.2.3, Fig. 8-2, Table 7-6"
US,"7,778,331",CABAC,1,"6.4.9, 6.4.10.7, 7.3.2.2, 7.3.4, 7.3.5.1, 7.4.2.2, 7.4.4, 7.4.5.1, 9.3, 9.3.3.1, 9.3.3.1.1.2, 9.3.3.1.1.7, 9.3.3.2, Figs. 6-13, 9-1, 9-2, and Table 9-39"
US,"7,782,936",Decoded picture buffer,1,"3.43, 3.49, 3.61, 3.96, 3.100, 3.123, 3.125, 7.3.1, 7.3.3, 7.3.3.1, 7.3.3.3, 7.3.5.1, 7.3.5.3, 7.4.1, 7.4.3.1, 7.4.3.3, 7.4.5.1, 7.4.5.3, 8.4, 8.4.1, 8.4.2, 8.5.1, 8.5.3 and Annex C.4.5.1 and C.4.5.2 "
US,"7,782,962",Deblocking filtering,1,"3.14, 3.15, 3.27, 3.43, 3.77, 7.4.3, 8, 8.7, 8.7.1, 8.7.2, 8.7.2.2, Figs. 8-10, 8-11, and Table 8-16 "
US,"7,787,542",Deblocking filtering,12,"1, 8, 8.4, 8.5, 8.7, 8.7.1, 8.7.2, 8.7.2.1, 8.7.2.2, Fig. 8-11"
US,"7,792,195",Deblocking filtering,1,"3.14, 3.15, 3.27, 3.43, 3.77, 3.113, 7.4.2.2, 7.4.3, 7.4.5, 8, 8.7, 8.7.1, 8.7.2, 8.7.2.2, Figs. 8-10, 8-11, and Table 8-16 "
US,"7,801,219",Direct mode,2,"3.8, 3.15, 3.43, 3.77, 3.87, 3.99, 3.106, 3.123, 3.125, 3.126, 8, 8.2.4.2.3, 8.4.1.2.1, 8.4.1.2.3, and Tables 7-13, 7-14, 8-6 "
US,"7,809,062",Chrominance motion vectors,1,"3.24, 3.66, 3.76, 3.77, 3.82, 6.2, 7.4.2.1.1, 8, 8.4, 8.4.1, 8.4.1.4, and Tables 6-1, 8-10 "
US,"7,813,568",Weighted sample prediction,1,"3.8, 3.15, 3.49, 3.65, 3.66, 3.75, 3.77, 3.87, 3.104, 3.106, 3.123, 3.129, 3.138, 3.147, 7.3.2.2, 7.3.3, 7.3.3.1, 7.3.3.2, 7.3.5, 7.3.5.1, 7.3.5.3, 7.3.5.3.1, 7.3.5.3.2, 7.3.5.3.3, 7.4.2.2, 7.4.3, 7.4.3.1, 7.4.3.2, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.1, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, 8.5.2, 8.5.3, 8.5.4, and Table 7-7"
US,"7,813,574",Scaling and transformation,1,"3.15, 3.43, 3.132, 8, 8.5.8, 8.5.12, 8.5.12.1, 8.5.12.2"
US,"7,817,718",Adaptive frame/field decoding,5,"3.14, 3.16, 3.27, 3.43, 3.50, 3.51, 3.52, 3.55, 3.56, 3.57, 3.77, 3.78, 3.81, 3.138, 3.153, 6.2, 6.3, 6.4.9, 7.3.4, 7.4.4, 8, 8.4, 8.4.3, Fig. 6-8, 6-13, Table 7-10"
US,"7,817,868",Weighted sample prediction,1,"3.8, 3.15, 3.43, 3.65, 3.66, 3.75, 3.77, 3.87, 3.104, 3.106, 3.123, 3.129, 3.138, 3.147, 7.3.2.2, 7.3.3, 7.3.3.1, 7.3.3.2, 7.3.5, 7.3.5.1, 7.3.5.3, 7.3.5.3.1, 7.3.5.3.2, 7.3.5.3.3, 7.4.2.2, 7.4.3, 7.4.3.1, 7.4.3.2, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.1, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, 8.5.2, 8.5.3, 8.5.4, and Table 7-7"
US,"7,822,283",CABAC,14,"6.3, 7.3.2.9, 7.3.2.9.1, 7.3.2.10, 7.4.1, 7.4.2.10, 9.3, 9.3.3.2, 9.3.3.2.1, 9.3.3.2.2, 9.3.4, Fig. 9-2"
US,"7,826,532",Chrominance motion vectors,1,"3.24, 3.66, 3.76, 3.77, 3.82, 6.2, 7.4.2.1.1, 8, 8.4, 8.4.1, 8.4.1.4, and Tables 6-1, 8-10 "
US,"7,835,442",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.3.1, 7.3.4, 7.4.3, 7.4.3.1, 7.4.4, 8, 8.2.4, 8.2.4.3, 8.4.1, 8.4.2, and 8.4.2.1"
US,"7,835,443",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.3.1, 7.3.4, 7.3.5.1, 7.4.3, 7.4.3.1, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.2.4.3, 8.4.1, 8.4.2, and 8.4.2.1"
US,"7,835,444",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.3.1, 7.3.4, 7.3.5.1, 7.4.3, 7.4.3.1, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.2.4.3, 8.4.1, 8.4.2, and 8.4.2.1"
US,"7,835,445",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.3.1, 7.3.4, 7.3.5.1, 7.4.3, 7.4.3.1, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.2.4.3, 8.4.1, 8.4.2, and 8.4.2.1 "
US,"7,835,446",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.3.1, 7.3.4, 7.3.5.1, 7.4.3, 7.4.3.1, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.2.4.3, 8.4.1, 8.4.2, and 8.4.2.1 "
US,"7,835,447",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.3.1, 7.3.4, 7.3.5.1, 7.4.3, 7.4.3.1, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.3, 8.4.1, 8.4.2, and 8.4.2.1"
US,"7,835,448",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, and 8.4.2.1"
US,"7,835,449",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.3.1, 7.3.4, 7.3.5.1, 7.4.3, 7.4.3.1, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.2.4.3, 8.4.1, 8.4.2, and 8.4.2.1 "
US,"7,835,450",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.4.3, 7.4.4, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.2, and 8.4.2.1"
US,"7,835,451",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.3.1, 7.3.4, 7.3.5.1, 7.4.3, 7.4.3.1, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.2.4.3, 8.4.1, 8.4.2, and 8.4.2.1 "
US,"7,839,895",NAL unit ,9,"3.14, 3.21, 3.41, 3.43, 3.89, 3.116, 3.117, 6.2, 7.3.1, 7.3.2.11, 7.4.1, 8, and Annex B, B.1.1, B.1.2, B.2"
US,"7,839,928",Scaling and transformation,1,"3.39, 3.43, 3.156, 7.3.5.3, 7.4.5.3, 8, 8.5, 8.5.1, 8.5.2, 8.5.6, 8.5.8, 8.5.11, 8.5.11.1, 8.5.11.2, and Table 7-15"
US,"7,839,931",Adaptive frame/field decoding,1,"3.8, 3.27, 3.43, 3.49, 3.50, 3.55, 3.66, 3.100, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 7.3.2.1.1, 7.3.3, 7.4.2.1.1, 7.4.3, 8, 8.2.4, 8.4, 8.4.1, Table 7-6"
US,"7,839,934",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.3.1, 7.3.4, 7.4.3, 7.4.3.1, 7.4.4, 8, 8.2.4, 8.2.4.3, 8.4.2, and 8.4.2.1"
US,"7,839,935",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.3.1, 7.3.4, 7.4.3, 7.4.3.1, 7.4.4, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.2.4.3, 8.4.2, and 8.4.2.1 "
US,"7,843,999",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.4.3, 7.4.4, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.2, and 8.4.2.1"
US,"7,848,411",Weighted sample prediction,"1, 2","3.8, 3.43, 3.49, 3.65, 3.66, 3.123, 8.2.1, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, 8.5.2, 8.5.3, 8.5.4, "
US,"7,856,060",Direct mode,1,"3.8, 3.15, 3.43, 3.77, 3.87, 3.99, 3.106, 3.123, 3.125, 3.126, 8, 8.2.4.2.3, 8.4.1.2.1, 8.4.1.2.3, and Tables 7-13, 7-14, 8-6 "
US,"7,859,438",CABAC,2,"3.3, 3.4, 3.138, 7.2, 7.3.3, 7.4.3, 9.3, 9.3.1.1, 9.3.1.2, 9.3.2, 9.3.3.1, 9.3.3.2, and Tables 9-11, 9-13, 9-34, 9-39 "
US,"7,860,159",Scaling matrix,1," 7.3.2.1.1, 7.3.2.1.1.1, 7.4.2.1.1, 7.4.2.1.1.1, 7.4.2.2, 8.5, 8.5.1, 8.5.6, 8.5.7, 8.5.8, Annex A.2.4, A.2.5, A.2.6, Figs. 8-8, 8-9, Tables 7-2, 8-13, 8-14"
US,"7,864,838",Weighted sample prediction,2,"3.14, 3.27, 3.43, 3.77, 3.78, 7.2, 7.3.3, 7.3.3.2, 7.4.2.1.1, 7,4.3, 7.4.3.2, 8.4, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, Table 7-6"
US,"7,864,853",Weighted sample prediction,1,"3.24, 3.66, 3.76, 7.3.3, 7.3.3.2, 7.3.4, 7.3.5, 7.3.5.1, 7.3.5.2, 7.3.5.3, 7.4.3.2, 7.4.4, 7.4.5.1, 7.4.5.2, 8, 8.4, 8.4.1, 8.4.2, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5.1, 8.5.3, 8.5.4"
US,"7,881,371",Scaling and transformation,1,"3.39, 3.43, 3.156, 7.3.5.3, 7.4.5.3, 8, 8.5, 8.5.1, 8.5.2, 8.5.6, 8.5.8, 8.5.11, 8.5.11.1, 8.5.11.2, and Table 7-15 "
US,"7,881,375",Reference picture selection,1,"3.14, 3.27, 3.43, 3.77, 3.78, 3.121, 3.122, 3.123, 3.124, 7.3.2.1.1, 7.3.3, 7.3.3.1, 7.3.4, 7.3.5, 7.3.5.1, 7.4.2.1.1, 7.4.3, 7.4.3.1, 7.4.4, 7.4.5.1, 8.2.4, 8.4.1, 8.4.2.1, and Table 7-7"
US,"7,881,388",Slice group map,1,"7.3.2.2, 7.4.2.2, 8.2.2, 8.2.2.4, and Table 8-1 "
US,"7,885,332",Weighted sample prediction,1,"3.8, 3.14, 3.43, 3.49, 3.66, 3.77, 3.104, 3.121, 3.123, 7.4.2.2, 7.4.5, 7.4.5.1, 7.4.5.3, 7.4.5.3.1, 8, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, Table 7-14, and Fig. 8-2 "
US,"7,885,333",Weighted sample prediction,1,"3.8, 3.14, 3.43, 3.49, 3.66, 3.77, 3.104, 3.121, 3.123, 7.4.2.2, 7.4.5, 7.4.5.1, 7.4.5.3, 7.4.5.3.1, 8, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, Fig. 8-2, Table 7-14 "
US,"7,894,524",Direct mode; weighted sample prediction,10,"3.8, 3.13, 3.43, 3.55, 3.66, 3.77, 3.100, 3.109, 3.121, 3.123, 3.124, 3.125, 3.126, 5.7, 8, 8.2.1, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3"
US,"7,894,530",Transformation,1,"3.15, 3.44, 3.78, 7.3.2.2, 7.3.5, 7.4.2.2, 7.4.5, 8, 8.5.1, 8.5.3, Tables 7-10, 7-11"
US,"7,899,113",SEI message,1,"3.14, 3.27, 3.44, 8, Annex D.1.20, D.2.20, Tables D-5, D-6 "
US,"7,899,116",Reference picture selection,1,"3.16, 3.50, 3.51, 3.55, 3.77, 3.98, 3.99, 3.102, 3.120, 3.121, 3.122, 3.123, 3.124, 3.125, 3.126, 3.153, 5.1, 7.3.3, 7.3.4, 7.3.5.1, 7.4.3, 7.4.4, 7.4.5.1, 8, 8.2.4, 8.2.4.2, 8.2.4.2.3, 8.4.1, 8.4.2, and 8.4.2.1"
US,"7,903,740",Weighted sample prediction,1,"3.8, 3.14, 3.43, 3.49, 3.66, 3.77, 3.87, 3.104, 3.121, 3.123, 7.4.2.2, 7.4.5, 7.4.5.1, 7.4.5.3, 7.4.5.3.1, 8, 8.4, 8.4.1.2.3, 8.4.2.3, 8.4.2.3.2, 8.4.3, 8.5, 8.5.1, Fig. 8-2, Table 7-14 "
US,"7,907,667",Deblocking filtering,5,"1, 8, 8.7, 8.7.1, 8.7.2, 8.7.2.1, 8.7.2.2, 8.7.2.3, 8.7.2.4, Table 8-17 and Fig. 8-11 "
US,"7,912,122",Scaling matrix ,1,"7.2, 7.3.2.1.1, 7.3.2.1.1.1, 7.4.2.1.1.1, and 8.5.8 "
US,"7,916,782",Frame cropping,1,"3.14, 3.24, 3.43, 3.76, 6.2, 7.3.2.1.1, 7.4.2.1.1, 8, Figs. 6-1, 6-3, and Table 6-1"
